stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\Dev\source\repos\Facul\PI\Solano\solano\bin\Debug\allegro5.cfg r
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.32163] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.32170] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.32178] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.32189] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.32199] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.32207] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.32214] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.32223] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.32232] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.32355] added dtor for bitmap 000002E4E6156200, func 00007FF9CA281190
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.32427] opening assets/images/spritesheet.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.32461] opening assets/images/spritesheet.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.32485] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.32493] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.32502] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.32509] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.32518] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.32526] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.32536] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.32547] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.32553] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.32563] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.32571] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.32581] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.32588] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.32721] added dtor for bitmap 000002E4E20F0B00, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.32767] added dtor for sub_bitmap 000002E4E20FEDE0, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.32777] added dtor for sub_bitmap 000002E4E62186E0, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.32785] added dtor for sub_bitmap 000002E4E62188D0, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.32796] added dtor for bitmap 000002E4E6218AC0, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.32867] added dtor for bitmap 000002E4E6218CB0, func 00007FF9CA281190
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.33224] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.33256] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.33277] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.33286] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.33355] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.33397] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.33404] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.33416] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.33423] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.33435] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.33451] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.33459] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.33473] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.33538] added dtor for bitmap 000002E4E62191E0, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33627] added dtor for sub_bitmap 000002E4E6219A50, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33640] added dtor for sub_bitmap 000002E4E6219C40, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33649] added dtor for sub_bitmap 000002E4E20EFAC0, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33660] added dtor for sub_bitmap 000002E4E20EF4F0, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33667] added dtor for sub_bitmap 000002E4E20EF6E0, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33675] added dtor for sub_bitmap 000002E4E20EEF20, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33682] added dtor for sub_bitmap 000002E4E20EF8D0, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33689] added dtor for sub_bitmap 000002E4E20EF110, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33697] added dtor for sub_bitmap 000002E4E20EF300, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33705] added dtor for sub_bitmap 000002E4E20EFCB0, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33713] added dtor for sub_bitmap 000002E4E629DA40, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33720] added dtor for sub_bitmap 000002E4E629F560, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33728] added dtor for sub_bitmap 000002E4E629D850, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33735] added dtor for sub_bitmap 000002E4E629DC30, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33742] added dtor for sub_bitmap 000002E4E629DE20, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33749] added dtor for sub_bitmap 000002E4E629E010, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33757] added dtor for sub_bitmap 000002E4E629E5E0, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33765] added dtor for sub_bitmap 000002E4E629E200, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33772] added dtor for sub_bitmap 000002E4E629E3F0, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33779] added dtor for sub_bitmap 000002E4E629F370, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33786] added dtor for sub_bitmap 000002E4E629E7D0, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33793] added dtor for sub_bitmap 000002E4E629E9C0, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33801] added dtor for sub_bitmap 000002E4E629EBB0, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33808] added dtor for sub_bitmap 000002E4E629EDA0, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33815] added dtor for sub_bitmap 000002E4E629EF90, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33822] added dtor for sub_bitmap 000002E4E629F180, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33829] added dtor for sub_bitmap 000002E4E62A2600, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33836] added dtor for sub_bitmap 000002E4E62A1E40, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33843] added dtor for sub_bitmap 000002E4E62A1A60, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33850] added dtor for sub_bitmap 000002E4E62A31A0, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33857] added dtor for sub_bitmap 000002E4E62A2410, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33864] added dtor for sub_bitmap 000002E4E62A1C50, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33871] added dtor for sub_bitmap 000002E4E62A3390, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33880] added dtor for sub_bitmap 000002E4E62A2BD0, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33888] added dtor for sub_bitmap 000002E4E62A2220, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33895] added dtor for sub_bitmap 000002E4E62A3580, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33916] added dtor for sub_bitmap 000002E4E62A29E0, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33929] added dtor for sub_bitmap 000002E4E62A1870, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33954] added dtor for sub_bitmap 000002E4E62A2030, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33989] added dtor for sub_bitmap 000002E4E62A27F0, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.33997] added dtor for sub_bitmap 000002E4E62A2DC0, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.34004] added dtor for sub_bitmap 000002E4E62A2FB0, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.34023] added dtor for sub_bitmap 000002E4E62A5590, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.34036] added dtor for sub_bitmap 000002E4E62A3C60, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.34044] added dtor for sub_bitmap 000002E4E62A3A70, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.34051] added dtor for sub_bitmap 000002E4E62A4DD0, func 00007FF9CA281190
dtor     D               dtor.c:196  _al_register_destructor          [   0.34062] added dtor for sub_bitmap 000002E4E62A4040, func 00007FF9CA281190
